Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived,Start Date,Due Complete,Due Reminder
693b499143384f15855380f8,Create UI wireframes,https://trello.com/c/j1cOwWEV/107-create-ui-wireframes,,Frontend (blue),,2026-02-11T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:52.036Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b4991dcdf6f805f62c01e,Design database schema,https://trello.com/c/XU4zo2Vk/108-design-database-schema,,Database (purple),,2026-02-12T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:17.430Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49931854db1589f77cf2,Build login page,https://trello.com/c/ZipvUsvz/110-build-login-page,,Frontend (blue),,2026-02-19T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:17.430Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b4992a833606bde881f56,Plan AI scheduling logic,https://trello.com/c/m5zw2MWH/109-plan-ai-scheduling-logic,,AI (orange),,2026-02-13T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:21.801Z,693b39a72f3336650f86b538,AI Component,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49a00344299744353346,Validate final rota output,https://trello.com/c/d5ZZ7LJx/132-validate-final-rota-output,,Testing (orange_light),,2026-03-18T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:38.662Z,693b3930b690303a28579c73,Testing,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b4994ceb5c8543570b970,Build staff dashboard,https://trello.com/c/pZHO2bwd/111-build-staff-dashboard,,Frontend (blue),,2026-02-20T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:17.430Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b4995a87e22977c081390,Build admin dashboard,https://trello.com/c/qyoeMwMg/112-build-admin-dashboard,,Frontend (blue),,2026-02-21T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:17.430Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b4996ba86e209534ebe34,Build availability submission page,https://trello.com/c/Cp5xE2QU/113-build-availability-submission-page,,Frontend (blue),,2026-02-22T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:17.430Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49a10ff4f8c69107e878,Unit testing (backend),https://trello.com/c/jvbsFfvh/133-unit-testing-backend,,Testing (orange_light),,2026-03-20T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:38.662Z,693b3930b690303a28579c73,Testing,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b499745d3708e3db7fb01,Build leave request page,https://trello.com/c/78s0gaQ3/114-build-leave-request-page,,Frontend (blue),,2026-02-23T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:17.430Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49982466c072ae639d2b,Build rota calendar viewer,https://trello.com/c/N3FvI1AU/115-build-rota-calendar-viewer,,Frontend (blue),,2026-02-24T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:17.430Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b499940fb5a4fd4b1da18,Build weekly hours display,https://trello.com/c/vI1GhaRO/116-build-weekly-hours-display,,Frontend (blue),,2026-02-25T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:17.430Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49a1f8b7086be8967269,Frontend usability testing,https://trello.com/c/7TTlq95j/134-frontend-usability-testing,,Testing (orange_light),,2026-03-21T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:38.662Z,693b3930b690303a28579c73,Testing,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b499ac6751a89955b09e1,Build authentication system,https://trello.com/c/zdimu1i7/117-build-authentication-system,,Backend (green_dark),,2026-02-26T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:17.430Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b499a1ddcd65a390a2c16,"Create API routes (rota, availability, leave, admin)",https://trello.com/c/vC7bCJSy/118-create-api-routes-rota-availability-leave-admin,,Backend (green_dark),,2026-02-27T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:52.036Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b499b52e14a8774552eff,Connect backend to database,https://trello.com/c/sIzlznCS/119-connect-backend-to-database,,Backend (green_dark),,2026-02-28T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:17.430Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b499b30fd70a7a06f4513,Add JWT security,https://trello.com/c/UxFdHodx/120-add-jwt-security,,Backend (green_dark),,2026-03-01T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:52.036Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b499cdffdbefa58b5bb3d,Implement role-based access control,https://trello.com/c/txzohwbW/121-implement-role-based-access-control,,Backend (green_dark),,2026-03-02T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:45:48.150Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b499c4a1976c6a0021987,Create tables and relationships,https://trello.com/c/v2Cd8krV/122-create-tables-and-relationships,,Database (purple),,2026-03-03T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:52.036Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b499c0283c1da67f91f11,Add unique staff identifiers,https://trello.com/c/s3xCTjFo/123-add-unique-staff-identifiers,,Database (purple),,2026-03-04T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:52.036Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b499d48abda11e07ca9ba,Add sample data,https://trello.com/c/Wg2u5SFo/124-add-sample-data,,Database (purple),,2026-03-05T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:17.430Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49a380f96adf508fb89c,Prepare evaluation results,https://trello.com/c/2CEG57rP/138-prepare-evaluation-results,,Documentation (red),,2026-03-25T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:17.430Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49a327b10c145fcef218,Complete methodology,https://trello.com/c/nEZuimNy/139-complete-methodology,,Documentation (red),,2026-03-26T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:52.036Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49a4fb8f2c537e9650e8,Write implementation chapter,https://trello.com/c/qwBPGunp/140-write-implementation-chapter,,Documentation (red),,2026-03-27T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:17.430Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49a409eedd81e08fbf82,Write testing analysis,https://trello.com/c/ULXMTIWp/141-write-testing-analysis,,Documentation (red),,2026-03-28T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:52.036Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49a5e5e27b95b8cb88d9,Write evaluation chapter,https://trello.com/c/VtgWdcGo/142-write-evaluation-chapter,,Documentation (red),,2026-03-29T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:17.430Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49a5d8c7e1229af69a55,Create appendices,https://trello.com/c/2UDwFfTa/143-create-appendices,,Documentation (red),,2026-03-30T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:52.036Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49a5c24fa9d780a49b27,Final proofreading,https://trello.com/c/y54ivVmc/144-final-proofreading,,Documentation (red),,2026-03-31T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:52.036Z,693b3930b690303a28579c6f,To Do,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49a3b725c29dbfe710ee,Fix bugs,https://trello.com/c/VnyyMLFS/137-fix-bugs,,Testing (orange_light),,2026-03-24T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:45:55.125Z,693b3930b690303a28579c70,In Progress,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b499ee34b1226018a5c47,Set up Python AI service,https://trello.com/c/8tE2k9Y5/126-set-up-python-ai-service,,AI (orange),,2026-03-12T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:45:50.229Z,693b39a72f3336650f86b538,AI Component,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b499e8518272d9bba8b40,Prepare rota constraints,https://trello.com/c/YFNIQlGy/127-prepare-rota-constraints,,AI (orange),,2026-03-13T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:44.765Z,693b39a72f3336650f86b538,AI Component,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b499fa4fd0ead95534541,Implement OR-Tools scheduling,https://trello.com/c/gMsojAn2/128-implement-or-tools-scheduling,,AI (orange),,2026-03-14T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:21.801Z,693b39a72f3336650f86b538,AI Component,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b499f991b4814306d0637,Connect Node.js → Python AI,https://trello.com/c/JjNfZMhf/130-connect-nodejs-%E2%86%92-python-ai,,AI (orange),,2026-03-16T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:44.765Z,693b39a72f3336650f86b538,AI Component,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49a050debde6101a5b01,Handle AI errors,https://trello.com/c/xMntfcnD/131-handle-ai-errors,,AI (orange),,2026-03-17T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:46:21.801Z,693b39a72f3336650f86b538,AI Component,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b498f33364d88b6d3a5ba,Get supervisor approval,https://trello.com/c/gZeXbh8a/103-get-supervisor-approval,,High Priority (yellow_dark),,2026-01-30T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:45:35.795Z,693b39dac61344393c5311bb,Waiting / Blocked,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49a204669e67db628afa,Rota accuracy testing,https://trello.com/c/zGg0re80/136-rota-accuracy-testing,,Testing (orange_light),,2026-03-23T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:45:54.705Z,693b3930b690303a28579c73,Testing,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49a2df4f9068f8415042,Integration testing (API + AI),https://trello.com/c/BFJZoY5i/135-integration-testing-api-ai,,Testing (orange_light),,2026-03-22T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:45:54.259Z,693b3930b690303a28579c73,Testing,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
693b49a63d8847e98e6f176c,Submit project,https://trello.com/c/ULrgTWae/145-submit-project,,Documentation (red),,2026-04-01T00:00:00.000Z,0,,0,0,0,0,2025-12-11T22:45:58.420Z,693b3930b690303a28579c71,Done,693b3930b690303a28579c74,ProjectReportKanbanTable,false,,false,
